Time Code,Frame Number,Latitude,Longitude,Altitude,Distance,Speed
"00:00:06,373 --> 00:00:06,406",192,9.364952,80.089322,200.080,0.039200750682001975,22.02976934986062
"00:00:06,406 --> 00:00:06,439",193,9.364952,80.089322,200.080,0.039200750682001975,21.916866354279723
"00:00:06,439 --> 00:00:06,473",194,9.364952,80.089322,200.080,0.039200750682001975,21.801746092261258
"00:00:06,473 --> 00:00:06,506",195,9.364946,80.08933,200.066,0.040303016480335054,22.301085049063357
"00:00:06,506 --> 00:00:06,539",196,9.364946,80.08933,200.066,0.040303016480335054,22.188539429454995
"00:00:06,539 --> 00:00:06,573",197,9.364946,80.08933,200.066,0.040303016480335054,22.073765301872236
"00:00:06,573 --> 00:00:06,606",198,9.36494,80.089339,200.081,0.04149139993645416,22.611117131582652
"00:00:06,606 --> 00:00:06,639",199,9.36494,80.089339,200.081,0.04149139993645416,22.49872567724582
"00:00:06,639 --> 00:00:06,673",200,9.36494,80.089339,200.081,0.04149139993645416,22.384091079160047
"00:00:06,673 --> 00:00:06,706",201,9.364932,80.089348,200.067,0.04281764174028205,22.98590967268347
"00:00:06,706 --> 00:00:06,740",202,9.364932,80.089348,200.067,0.04281764174028205,22.869957012613554
"00:00:06,740 --> 00:00:06,773",203,9.364932,80.089348,200.067,0.04281764174028205,22.75852801786732
"00:00:06,773 --> 00:00:06,806",204,9.364926,80.089357,200.082,0.04400603078354787,23.276772086507833
"00:00:06,806 --> 00:00:06,840",205,9.364926,80.089357,200.082,0.04400603078354787,23.161068833446244
"00:00:06,840 --> 00:00:06,873",206,9.364926,80.089357,200.082,0.04400603078354787,23.049863352360294
"00:00:06,873 --> 00:00:06,906",207,9.36492,80.089365,200.067,0.045108351499965164,23.514344830563942
"00:00:06,906 --> 00:00:06,940",208,9.36492,80.089365,200.067,0.045108351499965164,23.399144870298933
"00:00:06,940 --> 00:00:06,973",209,9.36492,80.089365,200.067,0.045108351499965164,23.28840748599951
"00:00:06,973 --> 00:00:07,006",210,9.364913,80.089374,200.089,0.046365666847491833,23.824778853978106
"00:00:07,006 --> 00:00:07,040",211,9.364913,80.089374,200.089,0.046365666847491833,23.709716001558323
"00:00:07,040 --> 00:00:07,073",212,9.364913,80.089374,200.089,0.046365666847491833,23.5990952426086
"00:00:07,073 --> 00:00:07,107",213,9.364907,80.089383,200.073,0.047554260694041936,24.08827050774602
"00:00:07,107 --> 00:00:07,140",214,9.364907,80.089383,200.073,0.047554260694041936,23.97693816506316
"00:00:07,140 --> 00:00:07,173",215,9.364907,80.089383,200.073,0.047554260694041936,23.866630210309626
"00:00:07,173 --> 00:00:07,207",216,9.3649,80.089393,200.098,0.04889792988300559,24.425218201584592
"00:00:07,207 --> 00:00:07,240",217,9.3649,80.089393,200.098,0.04889792988300559,24.313887787129854
"00:00:07,240 --> 00:00:07,273",218,9.3649,80.089393,200.098,0.04889792988300559,24.203567658300585
"00:00:07,273 --> 00:00:07,307",219,9.364893,80.089402,200.084,0.05015523757212256,24.710394862411555
"00:00:07,307 --> 00:00:07,340",220,9.364893,80.089402,200.084,0.05015523757212256,24.59929908169499
"00:00:07,340 --> 00:00:07,374",221,9.364893,80.089402,200.084,0.05015523757212256,24.48587676425837
"00:00:07,374 --> 00:00:07,407",222,9.364886,80.089412,200.099,0.051498981859420055,25.029881827178645
"00:00:07,407 --> 00:00:07,440",223,9.364886,80.089412,200.099,0.051498981859420055,24.918862190041963
"00:00:07,440 --> 00:00:07,474",224,9.364886,80.089412,200.099,0.051498981859420055,24.8055037053669
